# rollout meta: {"joint_names": ["joint1", "joint2", "joint3", "joint4", "joint5", "joint6", "joint7"], "dt": 0.02, "n": 1550, "has_base": true, "source": "rl_policy", "note": "ckpt=model_1999.pt"}
t,q1,q2,q3,q4,q5,q6,q7,ee_x,ee_y,ee_z,tgt_x,tgt_y,tgt_z,bx,by,bz,bqx,bqy,bqz,bqw,drawing
1.780000,-0.05862188,0.02297257,-0.44514367,-1.33144689,1.10858107,-0.42655346,0.30695260,0.311764,-0.002216,0.125136,0.300000,-0.038245,0.146231,0.014565,-0.015052,0.000000,-0.00556932,0.01036893,0.00005775,0.99993073,1
1.800000,-0.05368355,0.01649701,-0.43601963,-1.34668422,1.12060428,-0.41450918,0.30445248,0.313155,-0.002717,0.125932,0.300000,-0.039395,0.145255,0.016402,-0.013025,0.000000,-0.00650565,0.00980855,0.00006382,0.99993073,1
1.820000,-0.04816498,0.00982745,-0.42743227,-1.36191666,1.13135684,-0.40116158,0.30085319,0.314335,-0.003169,0.126689,0.300000,-0.040520,0.144251,0.017960,-0.010776,0.000000,-0.00738607,0.00916386,0.00006769,0.99993073,1
1.840000,-0.04197128,0.00302645,-0.41940701,-1.37714553,1.14070833,-0.38646472,0.29608443,0.315293,-0.003618,0.127404,0.300000,-0.041619,0.143219,0.019212,-0.008343,0.000000,-0.00820303,0.00844040,0.00006924,0.99993073,1
1.860000,-0.03504891,-0.00385215,-0.41194880,-1.39237249,1.14856112,-0.37125722,0.29009023,0.316048,-0.004098,0.128077,0.300000,-0.042692,0.142159,0.020135,-0.005768,0.000000,-0.00894948,0.00764441,0.00006842,0.99993073,1
1.880000,-0.02744762,-0.01072892,-0.40521717,-1.40760255,1.15495396,-0.35605019,0.28347424,0.316564,-0.004635,0.128678,0.300000,-0.043738,0.141073,0.020715,-0.003094,0.000000,-0.00961902,0.00678273,0.00006525,0.99993073,1
1.900000,-0.01921542,-0.01750411,-0.39945748,-1.42283309,1.15985334,-0.34084496,0.27671009,0.316790,-0.005261,0.129165,0.300000,-0.044756,0.139961,0.020942,-0.000368,0.000000,-0.01020588,0.00586274,0.00005984,0.99993073,1
1.920000,-0.01032451,-0.02408509,-0.39479107,-1.43806159,1.16306341,-0.32563969,0.26989362,0.316729,-0.006020,0.129522,0.300000,-0.045747,0.138823,0.020811,0.002365,0.000000,-0.01070502,0.00489239,0.00005238,0.99993073,1
1.940000,-0.00076533,-0.03041997,-0.39116710,-1.45328927,1.16451144,-0.31043389,0.26305941,0.316403,-0.006950,0.129751,0.300000,-0.046708,0.137661,0.020325,0.005057,0.000000,-0.01111214,0.00387999,0.00004312,0.99993073,1
1.960000,0.00939126,-0.03650619,-0.38844049,-1.46851885,1.16433716,-0.29522753,0.25621548,0.315829,-0.008077,0.129864,0.300000,-0.047639,0.136476,0.019493,0.007664,0.000000,-0.01142375,0.00283425,0.00003238,0.99993073,1
1.980000,0.02000348,-0.04238460,-0.38642120,-1.48375165,1.16279960,-0.28002051,0.24934793,0.315016,-0.009414,0.129871,0.300000,-0.048541,0.135267,0.018327,0.010139,0.000000,-0.01163717,0.00176414,0.00002053,0.99993073,1
2.000000,0.03088891,-0.04812061,-0.38490608,-1.49898863,1.16019392,-0.26481304,0.24242653,0.313981,-0.010971,0.129788,0.300000,-0.049412,0.134036,0.016850,0.012441,0.000000,-0.01175056,0.00067889,0.00000798,0.99993073,1
2.020000,0.04185274,-0.05378421,-0.38370022,-1.51422918,1.15679789,-0.24960500,0.23541315,0.312743,-0.012754,0.129627,0.300000,-0.050252,0.132784,0.015084,0.014531,0.000000,-0.01176293,-0.00041220,-0.00000485,0.99993073,1
2.040000,0.05270585,-0.05943597,-0.38263264,-1.52947354,1.15284610,-0.23439649,0.22827049,0.311334,-0.014768,0.129404,0.300000,-0.051060,0.131510,0.013061,0.016374,0.000000,-0.01167420,-0.00149975,-0.00001751,0.99993073,1
2.060000,0.06327405,-0.06511990,-0.38156632,-1.54472065,1.14852142,-0.21918748,0.22096767,0.309786,-0.017019,0.129133,0.300000,-0.051835,0.130217,0.010816,0.017936,0.000000,-0.01148511,-0.00257441,-0.00002957,0.99993073,1
2.080000,0.07340173,-0.07086261,-0.38040245,-1.55997002,1.14396024,-0.20397818,0.21348433,0.308138,-0.019513,0.128827,0.300000,-0.052578,0.128905,0.008385,0.019193,0.000000,-0.01119730,-0.00362695,-0.00004061,0.99993073,1
2.100000,0.08295813,-0.07667621,-0.37907586,-1.57522047,1.13925195,-0.18876863,0.20581414,0.306433,-0.022252,0.128499,0.300000,-0.053288,0.127575,0.005812,0.020122,0.000000,-0.01081325,-0.00464832,-0.00005027,0.99993073,1
