# rollout meta: {"joint_names": ["joint1", "joint2", "joint3", "joint4", "joint5", "joint6", "joint7"], "dt": 0.02, "n": 200, "has_base": true, "source": "imit", "note": ""}
t,q1,q2,q3,q4,q5,q6,q7,ee_x,ee_y,ee_z,tgt_x,tgt_y,tgt_z,bx,by,bz,bqx,bqy,bqz,bqw,drawing
1.080000,0.15263082,0.09977069,-0.95044684,-0.29158971,0.01830936,-0.36639416,-0.40768042,0.340241,-0.018224,0.079048,0.300000,-0.012515,0.179015,0.016180,0.011756,0.000000,0.00051325,0.00035481,-0.00086805,0.99999943,1
1.100000,0.17910518,0.07094005,-0.97906518,-0.32088578,-0.01042805,-0.39463922,-0.43650624,0.334151,-0.022488,0.066273,0.300000,-0.014991,0.178583,0.014579,0.013691,0.000000,0.00059759,0.00025205,-0.00084972,0.99999943,1
1.120000,0.19639416,0.04170742,-0.95259893,-0.34363228,-0.03834105,-0.42360321,-0.41027540,0.340817,-0.027940,0.066465,0.300000,-0.017451,0.178073,0.012748,0.015410,0.000000,0.00067252,0.00014532,-0.00081797,0.99999943,1
1.140000,0.17029668,0.01293227,-0.97814155,-0.37633759,-0.06836344,-0.45244813,-0.40371183,0.335132,-0.029110,0.057224,0.300000,-0.019895,0.177487,0.010717,0.016887,0.000000,0.00073684,0.00003632,-0.00077330,0.99999943,1
1.160000,0.19747427,-0.01608484,-0.99559611,-0.38107547,-0.09659261,-0.48140728,-0.43259829,0.330134,-0.032854,0.047246,0.300000,-0.022319,0.176823,0.008516,0.018097,0.000000,0.00078956,-0.00007324,-0.00071643,0.99999943,1
1.180000,0.21006386,-0.04512286,-0.96769279,-0.40379754,-0.12421164,-0.51033670,-0.40840396,0.337157,-0.038082,0.047845,0.300000,-0.024721,0.176085,0.006180,0.019021,0.000000,0.00082984,-0.00018164,-0.00064824,0.99999943,1
1.200000,0.18957074,-0.07394999,-0.98521364,-0.39721733,-0.15435851,-0.53923798,-0.42776522,0.331319,-0.039905,0.040452,0.300000,-0.027099,0.175270,0.003748,0.019646,0.000000,0.00085704,-0.00028715,-0.00056983,0.99999943,1
1.220000,0.21709709,-0.10281369,-0.96329981,-0.38367870,-0.18169945,-0.56817740,-0.45666459,0.335022,-0.045064,0.037927,0.300000,-0.029450,0.174382,0.001256,0.019961,0.000000,0.00087076,-0.00038813,-0.00048243,0.99999943,1
1.240000,0.22014162,-0.13108863,-0.93494695,-0.40921903,-0.21005917,-0.59706300,-0.43887675,0.342329,-0.050552,0.039252,0.300000,-0.031772,0.173420,-0.001256,0.019961,0.000000,0.00087076,-0.00048298,-0.00038743,0.99999943,1
1.260000,0.23686726,-0.15977536,-0.96160680,-0.38756070,-0.24070218,-0.62607974,-0.46744719,0.332745,-0.053885,0.027492,0.300000,-0.034062,0.172386,-0.003748,0.019646,0.000000,0.00085704,-0.00057020,-0.00028633,0.99999943,1
